nama_variabel,jenis_makanan,tahun,nama_wilayah,value
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Pasuruan,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Mojokerto,0.042
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Madiun,0.106
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Surabaya,0.151
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Batu,0.043
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pandeglang,0.312
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lebak,0.295
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tangerang,0.495
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Serang,0.341
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Tangerang,0.441
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Cilegon,0.294
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Serang,0.520
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Tangerang Selatan,0.519
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Jembrana,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tabanan,0.310
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Badung,0.325
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Gianyar,0.390
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Klungkung,0.400
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bangli,0.316
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Karangasem,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buleleng,0.073
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Denpasar,0.217
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lombok Barat,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lombok Tengah,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lombok Timur,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sumbawa,0.062
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Dompu,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bima,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sumbawa Barat,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lombok Utara,0.019
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Mataram,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Bima,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sumba Barat,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sumba Timur,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kupang,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Timor Tengah Selatan,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Timor Tengah Utara,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Belu,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Alor,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lembata,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Flores Timur,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sikka,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Ende,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Ngada,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Manggarai,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Rote Ndao,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Manggarai Barat,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sumba Tengah,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sumba Barat Daya,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Nagekeo,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Manggarai Timur,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sabu Raijua,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Malaka,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Kupang,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sambas,0.145
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bengkayang,0.113
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Landak,0.116
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mempawah,0.199
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sanggau,0.135
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Ketapang,0.217
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sintang,0.064
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kapuas Hulu,0.214
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sekadau,0.083
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Melawi,0.128
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kayong Utara,0.366
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kubu Raya,0.131
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Pontianak,0.461
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Singkawang,0.244
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kotawaringin Barat,0.047
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kotawaringin Timur,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kapuas,0.084
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Barito Selatan,0.043
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Barito Utara,0.026
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sukamara,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lamandau,0.029
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Seruyan,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Katingan,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pulang Pisau,0.026
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Gunung Mas,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Barito Timur,0.032
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Murung Raya,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Palangka Raya,0.086
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tanah Laut,0.066
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Baru,0.063
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Banjar,0.087
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Barito Kuala,0.184
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tapin,0.172
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Hulu Sungai Selatan,0.112
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Hulu Sungai Tengah,0.089
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Hulu Sungai Utara,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tabalong,0.142
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tanah Bumbu,0.073
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Balangan,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Banjarmasin,0.489
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Banjar Baru,0.179
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Paser,0.068
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kutai Barat,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kutai Kartanegara,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kutai Timur,0.032
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Berau,0.051
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Penajam Paser Utara,0.026
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mahakam Ulu,0.016
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Balikpapan,0.116
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Samarinda,0.101
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Bontang,0.096
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Malinau,0.028
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bulungan,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tana Tidung,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Nunukan,0.039
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Tarakan,0.073
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bolaang Mongondow,0.129
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Minahasa,0.163
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kepulauan Sangihe,0.044
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kepulauan Talaud,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Minahasa Selatan,0.101
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Minahasa Utara,0.123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bolaang Mongondow Utara,0.112
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Siau Tagulandang Biaro,0.040
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Minahasa Tenggara,0.021
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bolaang Mongondow Selatan,0.024
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bolaang Mongondow Timur,0.162
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Manado,0.124
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Bitung,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Tomohon,0.191
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Kotamobagu,0.254
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Banggai Kepulauan,0.016
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Banggai,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Morowali,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Poso,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Donggala,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Toli-Toli,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buol,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Parigi Moutong,0.021
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tojo Una-Una,0.046
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sigi,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Banggai Laut,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Morowali Utara,0.021
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Palu,0.096
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kepulauan Selayar,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bulukumba,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bantaeng,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Jeneponto,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Takalar,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Gowa,0.028
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sinjai,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Maros,0.020
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pangkajene dan Kepulauan,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Barru,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bone,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Soppeng,0.013
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Wajo,0.020
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sidenreng Rappang,0.039
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pinrang,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Enrekang,0.009
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Luwu,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tana Toraja,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Luwu Utara,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Luwu Timur,0.009
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Toraja Utara,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Makasar,0.111
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Parepare,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Palopo,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buton,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Muna,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Konawe,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kolaka,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Konawe Selatan,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bombana,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Wakatobi,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kolaka Utara,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buton Utara,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Konawe Utara,0.007
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kolaka Timur,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Konawe Kepulauan,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Muna Barat,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buton Tengah,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buton Selatan,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Kendari,0.031
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Baubau,0.013
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Boalemo,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Gorontalo,0.031
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pohuwato,0.016
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Bone Bolango,0.056
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Gorontalo Utara,0.021
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Gorontalo,0.073
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Majene,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Polewali Mandar,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mamasa,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mamuju,0.020
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mamuju Utara,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mamuju Tengah,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Maluku Tenggara Barat,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Maluku Tenggara,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Maluku Tengah,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buru,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kepulauan Aru,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Seram Bagian Barat,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Seram Bagian Timur,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Maluku Barat Daya,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Buru Selatan,0.000
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Ambon,0.093
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Tual,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Halmahera Barat,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Halmahera Tengah,0.010
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kepulauan Sula,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Halmahera Selatan,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Halmahera Utara,0.016
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Halmahera Timur,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pulau Morotai,0.010
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pulau Taliabu,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Ternate,0.076
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Tidore Kepulauan,0.013
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Fakfak,0.003
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kaimana,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Teluk Wondama,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Teluk Bintuni,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Manokwari,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sorong Selatan,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sorong,0.042
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Raja Ampat,0.002
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tambrauw,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Maybrat,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Manokwari Selatan,0.021
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pegunungan Arfak,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Sorong,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Merauke,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Jayawijaya,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Jayapura,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Nabire,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kepulauan Yapen,0.010
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Biak Numfor,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Paniai,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Puncak Jaya,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mimika,0.051
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Boven Digoel,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mappi,0.007
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Asmat,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Yahukimo,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Pegunungan Bintang,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Tolikara,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Sarmi,0.020
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Keerom,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Waropen,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Supiori,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mamberamo Raya,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Nduga,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Lanny Jaya,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Mamberamo Tengah,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Yalimo,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Puncak,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Dogiyai,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Intan Jaya,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Deiyai,-
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Bubur Ayam,2022,Kota Jayapura,0.073
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Simeulue,0.112
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Singkil,0.060
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Selatan,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Tenggara,0.016
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Timur,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Tengah,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Barat,0.025
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Besar,0.163
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Pidie,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Bireuen,0.139
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Utara,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Ikan Matang,2022,Aceh Barat Daya,0.024
