nama_variabel,jenis_makanan,tahun,nama_wilayah,value
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Purbalingga,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Banjarnegara,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kebumen,0.031
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Purworejo,0.042
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Wonosobo,0.029
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Magelang,0.029
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Boyolali,0.016
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Klaten,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sukoharjo,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Wonogiri,0.042
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Karanganyar,0.024
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sragen,0.043
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Grobogan,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Blora,0.051
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Rembang,0.048
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pati,0.043
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kudus,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jepara,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Demak,0.055
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Semarang,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Temanggung,0.046
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kendal,0.028
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Batang,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pekalongan,0.083
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pemalang,0.070
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tegal,0.081
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Brebes,0.116
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Magelang,0.040
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Surakarta,0.083
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Salatiga,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Semarang,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Pekalongan,0.056
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tegal,0.130
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kulon Progo,0.019
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bantul,0.019
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gunung Kidul,0.020
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sleman,0.051
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Yogyakarta,0.105
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pacitan,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Ponorogo,0.042
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Trenggalek,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tulungagung,0.092
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Blitar,0.070
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kediri,0.077
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Malang,0.049
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lumajang,0.061
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jember,0.097
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Banyuwangi,0.099
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bondowoso,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Situbondo,0.095
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Probolinggo,0.143
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pasuruan,0.127
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sidoarjo,0.090
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mojokerto,0.119
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jombang,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Nganjuk,0.051
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Madiun,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Magetan,0.036
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Ngawi,0.124
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bojonegoro,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tuban,0.055
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lamongan,0.069
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gresik,0.083
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bangkalan,0.129
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sampang,0.060
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pamekasan,0.067
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumenep,0.173
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Kediri,0.067
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Blitar,0.042
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Malang,0.069
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Probolinggo,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Pasuruan,0.167
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Mojokerto,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Madiun,0.072
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Surabaya,0.083
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Batu,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pandeglang,0.073
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lebak,0.162
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tangerang,0.157
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Serang,0.136
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tangerang,0.078
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Cilegon,0.139
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Serang,0.108
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tangerang Selatan,0.082
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jembrana,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tabanan,0.040
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Badung,0.071
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gianyar,0.110
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Klungkung,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bangli,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Karangasem,0.031
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buleleng,0.104
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Denpasar,0.082
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lombok Barat,0.141
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lombok Tengah,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lombok Timur,0.078
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumbawa,0.085
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Dompu,0.163
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bima,0.229
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumbawa Barat,0.127
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lombok Utara,0.089
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Mataram,0.090
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Bima,0.169
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumba Barat,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumba Timur,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kupang,0.015
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Timor Tengah Selatan,0.012
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Timor Tengah Utara,0.005
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Belu,0.007
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Alor,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lembata,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Flores Timur,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sikka,0.010
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Ende,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Ngada,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Manggarai,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Rote Ndao,0.007
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Manggarai Barat,0.049
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumba Tengah,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sumba Barat Daya,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Nagekeo,0.039
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Manggarai Timur,0.009
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sabu Raijua,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Malaka,0.027
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Kupang,0.014
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sambas,0.033
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bengkayang,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Landak,0.210
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mempawah,0.135
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sanggau,0.085
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Ketapang,0.083
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sintang,0.044
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kapuas Hulu,0.133
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sekadau,0.080
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Melawi,0.031
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kayong Utara,0.026
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kubu Raya,0.112
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Pontianak,0.090
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Singkawang,0.085
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kotawaringin Barat,0.070
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kotawaringin Timur,0.046
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kapuas,0.229
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Barito Selatan,0.193
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Barito Utara,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sukamara,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Lamandau,0.118
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Seruyan,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Katingan,0.141
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pulang Pisau,0.198
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gunung Mas,0.085
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Barito Timur,0.113
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Murung Raya,0.196
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Palangka Raya,0.087
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tanah Laut,0.177
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Baru,0.085
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Banjar,0.223
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Barito Kuala,0.178
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tapin,0.345
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Hulu Sungai Selatan,0.428
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Hulu Sungai Tengah,0.335
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Hulu Sungai Utara,0.169
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tabalong,0.270
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tanah Bumbu,0.221
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Balangan,0.432
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Banjarmasin,0.203
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Banjar Baru,0.151
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Paser,0.143
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kutai Barat,0.113
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kutai Kartanegara,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kutai Timur,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Berau,0.107
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Penajam Paser Utara,0.044
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mahakam Ulu,0.055
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Balikpapan,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Samarinda,0.065
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Bontang,0.056
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Malinau,0.123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bulungan,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tana Tidung,0.204
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Nunukan,0.058
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tarakan,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bolaang Mongondow,0.095
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Minahasa,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kepulauan Sangihe,0.030
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kepulauan Talaud,0.020
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Minahasa Selatan,0.034
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Minahasa Utara,0.061
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bolaang Mongondow Utara,0.099
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Siau Tagulandang Biaro,0.059
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Minahasa Tenggara,0.080
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bolaang Mongondow Selatan,0.080
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bolaang Mongondow Timur,0.069
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Manado,0.123
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Bitung,0.052
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tomohon,0.040
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Kotamobagu,0.061
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Banggai Kepulauan,0.029
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Banggai,0.110
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Morowali,0.039
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Poso,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Donggala,0.053
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Toli-Toli,0.098
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buol,0.075
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Parigi Moutong,0.045
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tojo Una-Una,0.050
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sigi,0.133
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Banggai Laut,0.040
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Morowali Utara,0.079
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Palu,0.088
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kepulauan Selayar,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bulukumba,0.116
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bantaeng,0.048
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Jeneponto,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Takalar,0.102
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gowa,0.110
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sinjai,0.111
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Maros,0.089
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pangkajene dan Kepulauan,0.189
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Barru,0.039
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bone,0.061
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Soppeng,0.110
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Wajo,0.081
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Sidenreng Rappang,0.116
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pinrang,0.097
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Enrekang,0.125
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Luwu,0.106
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Tana Toraja,0.063
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Luwu Utara,0.049
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Luwu Timur,0.107
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Toraja Utara,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Makasar,0.103
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Parepare,0.256
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Palopo,0.041
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buton,0.078
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Muna,0.028
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Konawe,0.068
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kolaka,0.088
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Konawe Selatan,0.066
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bombana,0.103
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Wakatobi,0.079
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kolaka Utara,0.100
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buton Utara,0.224
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Konawe Utara,0.056
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kolaka Timur,0.097
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Konawe Kepulauan,0.103
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Muna Barat,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buton Tengah,0.066
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buton Selatan,0.088
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Kendari,0.136
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Baubau,0.074
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Boalemo,0.035
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gorontalo,0.038
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Pohuwato,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Bone Bolango,0.128
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Gorontalo Utara,0.037
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Gorontalo,0.018
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Majene,0.105
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Polewali Mandar,0.074
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mamasa,0.148
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mamuju,0.112
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mamuju Utara,0.070
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Mamuju Tengah,0.117
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Maluku Tenggara Barat,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Maluku Tenggara,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Maluku Tengah,0.025
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buru,0.017
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kepulauan Aru,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Seram Bagian Barat,0.006
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Seram Bagian Timur,0.008
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Maluku Barat Daya,0.001
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Buru Selatan,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Ambon,0.029
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kota Tual,0.009
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Halmahera Barat,0.011
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Halmahera Tengah,0.022
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Kepulauan Sula,0.004
Rata-Rata Pengeluaran Perkapita Mingguan Makanan,Mie Instan,2020,Halmahera Selatan,0.012
